(-7, 0, 2171)
(-33, 0, 1744)
(-1, 0, 1543)
(-6, 0, 83)
(-1, 0, 1121)
(-4, 0, 2413)
(-7, 0, 1561)
(-16, 0, 2919)
(-10, 0, 508)
(-1, 0, 254)
(-8, 0, 184)
(-1, 0, 116)
(-18, 0, 2359)
(-1, 0, 661)
(-14, 0, 1450)
(-14, 0, 794)
(-5, 0, 1114)
(-6, 0, 762)
(-28, 0, 1204)
(-8, 0, 1531)
(-2, 0, 1257)
(-3, 0, 525)
(-5, 0, 1331)
(-5, 0, 1142)
(-5, 0, 1010)
(-13, 0, 1375)
(-4, 0, 448)
(-2, 0, 2153)
(-30, 0, 296)
(-1, 0, 1676)
(-21, 0, 384)
(-8, 0, 1590)
(-1, 0, 1798)
(-8, 0, 1238)
(-8, 0, 2130)
(-8, 0, 722)
(-4, 0, 527)
(-17, 0, 2526)
(-4, 0, 363)
(-4, 0, 2903)
(-6, 0, 1665)
(-7, 0, 111)
(-12, 0, 1625)
(-8, 0, 1328)
(-5, 0, 2351)
(-8, 0, 2316)
(-12, 0, 1318)
(-8, 0, 132)
(-1, 0, 1230)
(-3, 0, 2064)
(-8, 0, 801)
(-2, 0, 573)
(-4, 0, 1804)
(-15, 0, 1541)
(-7, 0, 1630)
(-2, 0, 1651)
(-2, 0, 2047)
(-12, 0, 2044)
(-7, 0, 440)
(-24, 0, 1092)
(-3, 0, 530)
(-6, 0, 1468)
(-10, 0, 1110)
(-2, 0, 888)
(-12, 0, 2288)
(-8, 0, 951)
(-1, 0, 1695)
(-11, 0, 605)
(-7, 0, 1904)
(-7, 0, 2198)
(-20, 0, 2879)
(-8, 0, 1975)
(-12, 0, 2352)
(-1, 0, 1898)
(-2, 0, 1189)
(-1, 0, 2565)
(-5, 0, 1778)
(-3, 0, 565)
(-2, 0, 2185)
(-2, 0, 264)
(-5, 0, 825)
(-3, 0, 530)
(-6, 0, 2386)
(-35, 0, 2530)
(-5, 0, 2903)
(-2, 0, 2647)
(-4, 0, 2083)
(-8, 0, 1930)
(-3, 0, 718)
(-3, 0, 1143)
(-6, 0, 972)
(-12, 0, 892)
(-8, 0, 1568)
(-19, 0, 2948)
(-15, 0, 1839)
(-8, 0, 793)
(-2, 0, 1050)
(-11, 0, 1037)
(-2, 0, 2825)
(-7, 0, 2131)
(-8, 0, 458)
(-31, 0, 2212)
(-11, 0, 1973)
(-4, 0, 1943)
(-2, 0, 1908)
(-6, 0, 595)
(-3, 0, 1009)
(-6, 0, 2612)
(-19, 0, 1325)
(-5, 0, 2085)
(-8, 0, 2347)
(-7, 0, 229)
(-9, 0, 1419)
(-16, 0, 2377)
(-13, 0, 299)
(-8, 0, 1487)
(-5, 0, 1379)
(-3, 0, 85)
(-6, 0, 1665)
(-31, 0, 1582)
(-8, 0, 1551)
(-3, 0, 1022)
(-5, 0, 193)
(-8, 0, 2795)
(-8, 0, 1563)
(-8, 0, 1407)
(-4, 0, 2079)
(-8, 0, 1215)
(-8, 0, 2955)
(-2, 0, 2455)
(-4, 0, 1664)
(-1, 0, 339)
(-8, 0, 2342)
(-21, 0, 1531)
(-9, 0, 1328)
(-15, 0, 1060)
(-4, 0, 1960)
(-22, 0, 2599)
(-46, 0, 1179)
(-17, 0, 2052)
(-1, 0, 2601)
(-4, 0, 64)
(-8, 0, 1061)
(-5, 0, 2158)
(-5, 0, 2968)
(-5, 0, 1297)
(-21, 0, 1526)
(-5, 0, 220)
(-2, 0, 984)
(-13, 0, 2611)
(-13, 0, 1623)
(-10, 0, 2142)
(-27, 0, 227)
(-3, 0, 2041)
(-8, 0, 2132)
(-2, 0, 2160)
(-25, 0, 1934)
(-8, 0, 1851)
(-8, 0, 1278)
(-15, 0, 2311)
(-8, 0, 1471)
(-1, 0, 2408)
(-8, 0, 232)
(-6, 0, 2903)
(-10, 0, 2064)
(-8, 0, 1528)
(-24, 0, 2766)
(-10, 0, 2518)
(-8, 0, 779)
(-1, 0, 1152)
(-5, 0, 1739)
(-8, 0, 220)
(-2, 0, 1471)
(-2, 0, 1485)
(-2, 0, 740)
(-14, 0, 339)
(-2, 0, 2685)
(-6, 0, 1397)
(-16, 0, 2530)
(-30, 0, 2173)
(-9, 0, 2553)
(-2, 0, 2059)
(-5, 0, 1340)
(-13, 0, 1233)
(-2, 0, 535)
(-6, 0, 621)
(-8, 0, 2210)
(-8, 0, 986)
(-7, 0, 2223)
(-9, 0, 2169)
(-2, 0, 1623)
(-23, 0, 1419)
(-20, 0, 1540)
(-15, 0, 2215)
(-20, 0, 2621)
(-1, 0, 2194)
(-8, 0, 610)
(-3, 0, 220)
(-2, 0, 2472)
(-4, 0, 541)
(-8, 0, 70)
(-4, 0, 776)
(-2, 0, 140)
(-5, 0, 2600)
(-14, 0, 2004)
(-8, 0, 815)
(-8, 0, 23)
(-4, 0, 1444)
(-10, 0, 1209)
(-16, 0, 408)
(-8, 0, 2735)
(-9, 0, 2474)
(-16, 0, 1502)
(-8, 0, 1434)
(-4, 0, 21)
(-8, 0, 1181)
(-3, 0, 2542)
(-1, 0, 2559)
(-1, 0, 1456)
(-10, 0, 844)
(-14, 0, 1810)
(-6, 0, 1477)
(-2, 0, 1339)
(-6, 0, 413)
(-8, 0, 968)
(-23, 0, 342)
(-4, 0, 2126)
(-3, 0, 825)
(-26, 0, 1448)
(-2, 0, 2468)
(-1, 0, 2140)
(-7, 0, 958)
(-22, 0, 966)
(-7, 0, 185)
(-8, 0, 926)
(-11, 0, 2886)
(-6, 0, 2235)
(-15, 0, 2794)
(-27, 0, 1714)
(-4, 0, 2638)
(-6, 0, 583)
(-7, 0, 387)
(-4, 0, 1993)
(-8, 0, 143)
(-8, 0, 2907)
(-15, 0, 1300)
(-8, 0, 1872)
(-15, 0, 1089)
(-4, 0, 1447)
(-3, 0, 2196)
(-8, 0, 1759)
(-13, 0, 249)
(-8, 0, 2801)
(-8, 0, 2056)
(-17, 0, 1768)
(-22, 0, 2343)
(-2, 0, 2788)
(-8, 0, 553)
(-6, 0, 1101)
(-5, 0, 2188)
(-1, 0, 2159)
(-20, 0, 1075)
(-14, 0, 2411)
(-1, 0, 88)
(-11, 0, 1667)
(-5, 0, 1313)
(-4, 0, 2052)
(-12, 0, 2397)
(-23, 0, 2597)
(-41, 0, 1470)
(-8, 0, 577)
(-2, 0, 1546)
(-8, 0, 2525)
(-5, 0, 407)
(-8, 0, 2239)
(-4, 0, 2577)
(-3, 0, 1739)
(-19, 0, 2600)
(-18, 0, 2057)
(-13, 0, 855)
(-4, 0, 2315)
(-13, 0, 1060)
(-3, 0, 1109)
(-5, 0, 125)
(-2, 0, 1684)
(-8, 0, 1694)
(-12, 0, 1053)
(-9, 0, 1871)
(-2, 0, 1643)
(-4, 0, 1059)
(-14, 0, 1546)
(-2, 0, 1107)
(-6, 0, 924)
(-6, 0, 1506)
(-16, 0, 1718)
(-9, 0, 2352)
(-15, 0, 2396)
(-12, 0, 345)
(-4, 0, 715)
(-10, 0, 2324)
(-14, 0, 451)
(-7, 0, 965)
(-8, 0, 707)
(-8, 0, 2313)
(-1, 0, 2478)
(-7, 0, 582)
(-2, 0, 2741)
(-1, 0, 1215)
(-8, 0, 871)
(-17, 0, 1187)
(-12, 0, 2865)
(-1, 0, 944)
(-1, 0, 100)
(-3, 0, 2622)
(-7, 0, 2708)
(-17, 0, 247)
(-2, 0, 2077)
(-6, 0, 453)
(-4, 0, 1183)
(-8, 0, 2564)
(-1, 0, 1153)
(-8, 0, 482)
(-24, 0, 2176)
(-15, 0, 854)
(-8, 0, 934)
(-8, 0, 764)
(-13, 0, 2252)
(-14, 0, 2250)
(-8, 0, 2894)
(-4, 0, 428)
(-18, 0, 172)
(-1, 0, 2825)
(-4, 0, 1144)
(-10, 0, 1189)
(-8, 0, 1031)
(-8, 0, 1451)
(-3, 0, 2363)
(-4, 0, 1466)
(-8, 0, 2382)
(-3, 0, 2998)
(-14, 0, 2343)
(-10, 0, 1328)
(-9, 0, 415)
(-1, 0, 225)
(-8, 0, 1099)
(-12, 0, 1484)
(-11, 0, 764)
(-2, 0, 39)
(-21, 0, 2853)
(-12, 0, 935)
(-4, 0, 1678)
(-1, 0, 2795)
(-8, 0, 2341)
(-1, 0, 2213)
(-8, 0, 193)
(-8, 0, 2271)
(-20, 0, 2347)
(-19, 0, 2327)
(-8, 0, 2557)
(-8, 0, 1889)
(-1, 0, 1654)
(-8, 0, 230)
(-25, 0, 1073)
(-2, 0, 2563)
(-24, 0, 1122)
(-5, 0, 717)
(-13, 0, 889)
(-12, 0, 350)
(-3, 0, 2042)
(-8, 0, 1996)
(-3, 0, 288)
(-18, 0, 38)
(-5, 0, 488)
(-21, 0, 325)
(-4, 0, 1364)
(-2, 0, 709)
(-4, 0, 2859)
(-17, 0, 2847)
(-1, 0, 33)
(-12, 0, 2538)
(-8, 0, 2426)
(-8, 0, 1006)
(-5, 0, 2939)
(-8, 0, 813)
(-8, 0, 2347)
(-6, 0, 989)
(-20, 0, 406)
(-1, 0, 1698)
(-8, 0, 941)
(-8, 0, 511)
(-14, 0, 750)
(-8, 0, 219)
(-3, 0, 2622)
(-20, 0, 309)
(-3, 0, 2198)
(-15, 0, 296)
(-4, 0, 565)
(-27, 0, 246)
(-6, 0, 406)
(-8, 0, 1982)
(-9, 0, 2833)
(-2, 0, 951)
(-5, 0, 1056)
(-5, 0, 674)
(-5, 0, 1230)
(-8, 0, 964)
(-8, 0, 1669)
(-8, 0, 1370)
(-13, 0, 2390)
(-19, 0, 2629)
(-8, 0, 1992)
(-18, 0, 1741)
(-6, 0, 544)
(-5, 0, 1633)
(-13, 0, 2000)
(-1, 0, 847)
(-5, 0, 2261)
(-5, 0, 772)
(-5, 0, 1875)
(-4, 0, 923)
(-12, 0, 2085)
(-23, 0, 270)
(-21, 0, 781)
(-25, 0, 2352)
(-3, 0, 1975)
(-8, 0, 1655)
(-3, 0, 166)
(-1, 0, 1593)
(-4, 0, 1901)
(-8, 0, 802)
(-10, 0, 267)
(-3, 0, 1650)
(-8, 0, 918)
(-1, 0, 2329)
(-2, 0, 1836)
(-9, 0, 1281)
(-5, 0, 2757)
(-8, 0, 941)
(-2, 0, 1947)
(-7, 0, 2826)
(-8, 0, 922)
(-8, 0, 2418)
(-2, 0, 1897)
(-8, 0, 631)
(-6, 0, 1733)
(-3, 0, 1253)
(-23, 0, 2850)
(-8, 0, 1217)
(-7, 0, 806)
(-16, 0, 1390)
(-1, 0, 2508)
(-5, 0, 2317)
(-5, 0, 1369)
(-8, 0, 1966)
(-8, 0, 354)
(-4, 0, 1144)
(-16, 0, 2608)
(-3, 0, 1182)
(-4, 0, 589)
(-1, 0, 2220)
(-3, 0, 982)
(-10, 0, 2891)
(-5, 0, 126)
(-1, 0, 2891)
(-5, 0, 2163)
(-18, 0, 570)
(-14, 0, 250)
(-5, 0, 1382)
(-8, 0, 1164)
(-8, 0, 1241)
(-2, 0, 2128)
(-8, 0, 2848)
(-18, 0, 2018)
(-8, 0, 392)
(-4, 0, 1359)
(-14, 0, 2776)
(-25, 0, 1012)
(-4, 0, 1217)
(-18, 0, 2644)
(-1, 0, 637)
(-12, 0, 1160)
(-3, 0, 109)
(-1, 0, 1673)
(-8, 0, 2333)
(-4, 0, 1703)
(-8, 0, 1197)
(-40, 0, 783)
(-1, 0, 1074)
(-8, 0, 555)
(-12, 0, 2361)
(-5, 0, 2647)
(-3, 0, 2077)
(-1, 0, 1689)
(-7, 0, 1061)
(-10, 0, 586)
(-12, 0, 1544)
(-7, 0, 739)
(-6, 0, 1019)
(-8, 0, 2533)
(-8, 0, 1994)
(-2, 0, 2405)
(-13, 0, 108)
(-6, 0, 2503)
(-2, 0, 979)
(-8, 0, 136)
(-13, 0, 312)
(-9, 0, 1227)
(-9, 0, 2509)
(-12, 0, 901)
(-16, 0, 449)
(-3, 0, 332)
(-26, 0, 2204)
(-2, 0, 2596)
(-4, 0, 994)
(-2, 0, 1044)
(-3, 0, 1506)
(-4, 0, 879)
(-10, 0, 459)
(-3, 0, 2676)
(-8, 0, 2486)
(-2, 0, 2787)
(-8, 0, 2848)
(-8, 0, 68)
(-23, 0, 1871)
(-11, 0, 2745)
(-12, 0, 551)
(-8, 0, 1221)
(-7, 0, 59)
(-5, 0, 1659)
(-8, 0, 1879)
(-5, 0, 2831)
(-5, 0, 112)
(-9, 0, 1201)
(-8, 0, 2535)
(-5, 0, 2169)
(-21, 0, 2701)
(-1, 0, 298)
(-1, 0, 53)
(-19, 0, 1688)
(-14, 0, 347)
(-17, 0, 714)
(-5, 0, 2687)
(-1, 0, 1906)
(-8, 0, 1981)
(-5, 0, 2743)
(-16, 0, 983)
(-4, 0, 99)
(-8, 0, 1462)
(-16, 0, 1352)
(-2, 0, 1153)
(-7, 0, 2207)
(-4, 0, 2703)
(-6, 0, 1982)
(-5, 0, 313)
(-13, 0, 194)
(-8, 0, 2022)
(-8, 0, 1867)
(-6, 0, 2512)
(-6, 0, 714)
(-10, 0, 1789)
(-3, 0, 1632)
(-8, 0, 1104)
(-15, 0, 288)
(-9, 0, 2886)
(-8, 0, 2113)
(-10, 0, 1654)
(-1, 0, 1730)
(-10, 0, 2188)
(-5, 0, 1239)
(-7, 0, 1402)
(-14, 0, 2061)
(-2, 0, 1647)
(-5, 0, 2052)
(-11, 0, 1727)
(-2, 0, 838)
(-5, 0, 1659)
(-12, 0, 502)
(-8, 0, 1338)
(-15, 0, 2215)
(-2, 0, 1888)
(-4, 0, 348)
(-2, 0, 1993)
(-5, 0, 499)
(-29, 0, 729)
(-4, 0, 399)
(-12, 0, 1633)
(-1, 0, 2258)
(-8, 0, 2908)
(-8, 0, 647)
(-3, 0, 2488)
(-7, 0, 1037)
(-1, 0, 1443)
(-4, 0, 234)
(-3, 0, 2046)
(-2, 0, 2440)
(-1, 0, 2984)
(-6, 0, 1327)
(-12, 0, 456)
(-2, 0, 469)
(-10, 0, 240)
(-16, 0, 1753)
(-6, 0, 428)
(-2, 0, 1282)
(-27, 0, 2751)
(-5, 0, 87)
(-2, 0, 997)
(-2, 0, 2233)
(-12, 0, 1608)
(-6, 0, 517)
(-24, 0, 802)
(-6, 0, 2134)
(-2, 0, 2727)
(-1, 0, 1517)
(-5, 0, 2746)
(-34, 0, 539)
(-8, 0, 2712)
(-8, 0, 190)
(-1, 0, 2590)
(-1, 0, 1099)
(-1, 0, 1767)
(-25, 0, 2182)
(-4, 0, 2299)
(-2, 0, 2930)
(-37, 0, 1455)
(-3, 0, 1762)
(-20, 0, 30)
(-3, 0, 1732)
(-2, 0, 1767)
(-8, 0, 1259)
(-2, 0, 2739)
(-10, 0, 434)
(-5, 0, 27)
(-13, 0, 716)
(-13, 0, 869)
(-9, 0, 2344)
(-9, 0, 2597)
(-4, 0, 2318)
(-1, 0, 1779)
(-17, 0, 2185)
(-4, 0, 562)
(-14, 0, 1490)
(-5, 0, 2340)
(-8, 0, 285)
(-24, 0, 1830)
(-6, 0, 1723)
(-9, 0, 1067)
(-23, 0, 795)
(-20, 0, 30)
(-1, 0, 1671)
(-4, 0, 1826)
(-4, 0, 1092)
(-17, 0, 1052)
(-3, 0, 1791)
(-29, 0, 2977)
(-16, 0, 1737)
(-6, 0, 2709)
(-2, 0, 2278)
(-8, 0, 619)
(-2, 0, 347)
(-20, 0, 568)
(-4, 0, 1830)
(-30, 0, 1683)
(-14, 0, 1477)
(-16, 0, 1399)
(-4, 0, 682)
(-8, 0, 2293)
(-5, 0, 1490)
(-9, 0, 1150)
(-5, 0, 1769)
(-8, 0, 423)
(-8, 0, 2760)
(-1, 0, 126)
(-8, 0, 2566)
(-11, 0, 2518)
(-8, 0, 374)
(-6, 0, 565)
(-18, 0, 1525)
(-5, 0, 669)
(-8, 0, 1557)
(-1, 0, 464)
(-2, 0, 1261)
(-4, 0, 1414)
(-8, 0, 2221)
(-18, 0, 2395)
(-20, 0, 1200)
(-8, 0, 1239)
(-10, 0, 1468)
(-2, 0, 1489)
(-8, 0, 1810)
(-8, 0, 406)
(-8, 0, 451)
(-9, 0, 1264)
(-8, 0, 379)
(-3, 0, 2118)
(-4, 0, 481)
(-11, 0, 1195)
(-2, 0, 988)
(-6, 0, 1089)
(-31, 0, 1797)
(-1, 0, 2917)
(-1, 0, 2134)
(-8, 0, 1420)
(-2, 0, 2511)
(-15, 0, 792)
(-2, 0, 2857)
(-8, 0, 675)
(-12, 0, 2697)
(-3, 0, 692)
(-3, 0, 1888)
(-12, 0, 2188)
(-2, 0, 1212)
(-2, 0, 2631)
(-5, 0, 2694)
(-4, 0, 882)
(-2, 0, 1750)
(-4, 0, 1364)
(-6, 0, 53)
(-1, 0, 2417)
(-22, 0, 2488)
(-3, 0, 2413)
(-2, 0, 2464)
(-9, 0, 1437)
(-9, 0, 1726)
(-5, 0, 2247)
(-8, 0, 1800)
(-8, 0, 2342)
(-16, 0, 76)
(-8, 0, 1688)
(-11, 0, 1558)
(-5, 0, 956)
(-8, 0, 1326)
(-21, 0, 1703)
(-19, 0, 552)
(-1, 0, 2510)
(-5, 0, 647)
(-11, 0, 1306)
(-5, 0, 1422)
(-8, 0, 2812)
(-9, 0, 1478)
(-6, 0, 130)
(-8, 0, 268)
(-11, 0, 446)
(-8, 0, 1180)
(-1, 0, 928)
(-2, 0, 1669)
(-9, 0, 1772)
(-7, 0, 1782)
(-2, 0, 2696)
(-10, 0, 946)
(-9, 0, 2727)
(-3, 0, 2343)
(-5, 0, 2945)
(-3, 0, 925)
(-11, 0, 1131)
(-8, 0, 1257)
(-9, 0, 2457)
(-2, 0, 274)
(-2, 0, 1316)
(-5, 0, 1606)
(-8, 0, 700)
(-6, 0, 80)
(-4, 0, 334)
(-16, 0, 2275)
(-3, 0, 1211)
(-1, 0, 479)
(-8, 0, 2228)
(-3, 0, 1557)
(-3, 0, 1843)
(-13, 0, 2286)
(-2, 0, 1958)
(-8, 0, 2492)
(-1, 0, 1442)
(-3, 0, 2503)
(-2, 0, 389)
(-34, 0, 756)
(-12, 0, 2120)
(-4, 0, 942)
(-5, 0, 1357)
(-18, 0, 977)
(-1, 0, 1264)
(-1, 0, 1464)
(-8, 0, 2426)
(-1, 0, 872)
(-11, 0, 1234)
(-2, 0, 2090)
(-2, 0, 2214)
(-8, 0, 1928)
(-3, 0, 282)
(-20, 0, 1538)
(-10, 0, 2170)
(-2, 0, 2150)
(-8, 0, 1643)
(-15, 0, 2287)
(-12, 0, 1259)
(-16, 0, 943)
(-6, 0, 2490)
(-7, 0, 1284)
(-8, 0, 2181)
(-3, 0, 1988)
(-8, 0, 2799)
(-7, 0, 2387)
(-4, 0, 346)
(-7, 0, 574)
(-1, 0, 1554)
(-8, 0, 2034)
(-8, 0, 2352)
(-8, 0, 782)
(-37, 0, 227)
(-15, 0, 543)
(-7, 0, 1578)
(-5, 0, 2523)
(-10, 0, 743)
(-12, 0, 2826)
(-6, 0, 2945)
(-5, 0, 2072)
(-7, 0, 1362)
(-8, 0, 740)
(-8, 0, 353)
(-4, 0, 748)
(-3, 0, 946)
(-8, 0, 2104)
(-10, 0, 772)
(-2, 0, 2908)
(-3, 0, 692)
(-9, 0, 2934)
(-14, 0, 2697)
(-2, 0, 2740)
(-3, 0, 1754)
(-7, 0, 136)
(-17, 0, 1810)
(-7, 0, 2997)
(-1, 0, 2506)
(-9, 0, 81)
(-8, 0, 1427)
(-4, 0, 632)
(-32, 0, 1559)
(-2, 0, 445)
(-2, 0, 1178)
(-1, 0, 1692)
(-7, 0, 2340)
(-3, 0, 315)
(-4, 0, 60)
(-18, 0, 2414)
(-9, 0, 2535)
(-5, 0, 2388)
(-1, 0, 992)
(-17, 0, 1895)
(-8, 0, 1815)
(-8, 0, 1240)
(-4, 0, 2490)
(-11, 0, 754)
(-3, 0, 2865)
(-11, 0, 1423)
(-2, 0, 754)
(-5, 0, 830)
(-3, 0, 2343)
(-7, 0, 773)
(-5, 0, 2853)
(-30, 0, 1164)
(-1, 0, 2580)
(-8, 0, 1378)
(-9, 0, 2069)
(-7, 0, 37)
(-5, 0, 1982)
(-3, 0, 1349)
(-2, 0, 1753)
(-2, 0, 643)
(-8, 0, 562)
(-5, 0, 1552)
(-5, 0, 1260)
(-18, 0, 2219)
(-22, 0, 971)
(-14, 0, 1058)
(-3, 0, 1602)
(-4, 0, 116)
(-15, 0, 2568)
(-6, 0, 2794)
(-2, 0, 1530)
(-19, 0, 1888)
(-6, 0, 965)
(-11, 0, 2900)
(-13, 0, 1784)
(-5, 0, 1111)
(-1, 0, 288)
(-8, 0, 1427)
(-5, 0, 1667)
(-11, 0, 1158)
(-2, 0, 2298)
(-15, 0, 1873)
(-2, 0, 205)
(-12, 0, 2796)
(-1, 0, 1591)
(-8, 0, 2134)
(-4, 0, 2867)
(-11, 0, 2178)
(-6, 0, 207)
(-7, 0, 1372)
(-9, 0, 788)
(-20, 0, 2462)
(-4, 0, 258)
(-3, 0, 57)
(-1, 0, 2184)
(-16, 0, 2387)
(-8, 0, 2440)
(-13, 0, 1224)
(-8, 0, 792)
(-5, 0, 324)
(-2, 0, 864)
(-23, 0, 1169)
(-4, 0, 2097)
(-8, 0, 273)
(-1, 0, 640)
(-8, 0, 305)
(-14, 0, 2636)
(-10, 0, 94)
(-6, 0, 688)
(-14, 0, 2461)
(-9, 0, 1963)
(-30, 0, 1385)
(-16, 0, 2094)
(-3, 0, 1958)
(-1, 0, 2654)
(-1, 0, 1458)
(-7, 0, 1250)
(-22, 0, 1606)
(-5, 0, 1594)
(-3, 0, 745)
(-9, 0, 1107)
(-2, 0, 1995)
(-4, 0, 2313)
(-1, 0, 528)
(-1, 0, 1564)
(-1, 0, 1721)
(-9, 0, 2793)
(-3, 0, 611)
(-13, 0, 530)
(-8, 0, 1535)
(-1, 0, 23)
(-9, 0, 2941)
(-1, 0, 106)
(-5, 0, 2170)
(-2, 0, 1610)
(-8, 0, 1135)
(-26, 0, 1527)
(-16, 0, 957)
(-18, 0, 1837)
(-4, 0, 2474)
(-8, 0, 186)
(-4, 0, 562)
(-4, 0, 2907)
(-4, 0, 1450)
(-26, 0, 1520)
(-1, 0, 2803)
(-2, 0, 1903)
(-3, 0, 2609)
(-11, 0, 157)
(-3, 0, 2723)
(-10, 0, 2871)
(-4, 0, 606)
(-7, 0, 458)
(-14, 0, 1355)
(-8, 0, 2336)
(-4, 0, 2628)
(-5, 0, 2687)
(-9, 0, 2898)
(-7, 0, 662)
(-3, 0, 391)
(-8, 0, 527)
(-3, 0, 2579)
(-1, 0, 2563)
(-14, 0, 2400)
(-1, 0, 1932)
(-8, 0, 974)
(-11, 0, 335)
(-2, 0, 211)
(-31, 0, 785)
(-1, 0, 941)
(-16, 0, 1306)
(-7, 0, 2038)
(-1, 0, 2352)
(-21, 0, 2820)
(-12, 0, 1500)
(-2, 0, 1347)
(-17, 0, 2879)
(-23, 0, 2906)
(-30, 0, 2831)
(-2, 0, 2135)
(-8, 0, 1924)
(-4, 0, 979)
(-1, 0, 604)
(-13, 0, 1488)
(-18, 0, 2403)
(-29, 0, 249)
(-7, 0, 307)
(-27, 0, 1049)
(-27, 0, 2492)
(-6, 0, 1484)
(-8, 0, 1090)
(-6, 0, 1370)
(-9, 0, 1440)
(-7, 0, 2951)
(-9, 0, 2596)
(-4, 0, 727)
(-2, 0, 75)
(-16, 0, 2301)
(-9, 0, 2052)
(-8, 0, 986)
(-12, 0, 1115)
(-8, 0, 2912)
(-4, 0, 265)
(-12, 0, 1222)
(-16, 0, 1406)
(-3, 0, 1069)
(-10, 0, 151)
(-6, 0, 300)
(-1, 0, 609)
(-37, 0, 488)
(-8, 0, 1992)
(-9, 0, 531)
(-28, 0, 2971)
(-10, 0, 2262)
(-2, 0, 966)
(-3, 0, 2430)
(-3, 0, 1041)
(-19, 0, 2581)
